id_avaliacao;data_avaliacao;mes_referencia;id_cliente;nota_nps;canal;dispositivo;categoria_compra;valor_pedido;uf;primeiro_pedido;arquivo_origem
202605-00801;2026-05-15;2026-05;C18054;10;site;Android;Livros;56.81;RS;Sim;nps_ecommerce_2026-05.csv
202605-00808;2026-05-15;2026-05;C38350;6;site;Android;Moda;197.77;MG;Nao;nps_ecommerce_2026-05.csv
202605-00009;2026-05-16;2026-05;C12010;10;app;Android;Casa E Decoração;379.24;PE;Sim;nps_ecommerce_2026-05.csv
202605-00012;2026-05-16;2026-05;C21913;10;app;iOS;Livros;53.65;RS;Sim;nps_ecommerce_2026-05.csv
202605-00020;2026-05-16;2026-05;C32436;9;site;Android;Eletrônicos;139.19;PE;Sim;nps_ecommerce_2026-05.csv
202605-00060;2026-05-16;2026-05;C23484;4;site;Android;Livros;92.32;RS;Sim;nps_ecommerce_2026-05.csv
202605-00065;2026-05-16;2026-05;C20262;7;site;Android;Beleza;38.81;CE;Sim;nps_ecommerce_2026-05.csv
202605-00125;2026-05-16;2026-05;C30119;7;marketplace;iOS;Esporte;197.34;BA;Nao;nps_ecommerce_2026-05.csv
202605-00139;2026-05-16;2026-05;C11533;10;app;Android;Eletrônicos;182.82;CE;Nao;nps_ecommerce_2026-05.csv
202605-00144;2026-05-16;2026-05;C37809;5;app;Desktop;Mercado;181.39;CE;Nao;nps_ecommerce_2026-05.csv
202605-00153;2026-05-16;2026-05;C11974;7;site;Android;Beleza;203.93;RJ;Nao;nps_ecommerce_2026-05.csv
202605-00167;2026-05-16;2026-05;C34218;2;app;Desktop;Moda;93.47;SP;Sim;nps_ecommerce_2026-05.csv
202605-00196;2026-05-16;2026-05;C32629;9;site;iOS;Livros;53.27;SP;Sim;nps_ecommerce_2026-05.csv
202605-00238;2026-05-16;2026-05;C31547;5;app;iOS;Casa E Decoração;57.24;PE;Sim;nps_ecommerce_2026-05.csv
202605-00285;2026-05-16;2026-05;C24382;10;app;iOS;Casa E Decoração;133.93;RS;Sim;nps_ecommerce_2026-05.csv
202605-00295;2026-05-16;2026-05;C36668;7;app;Android;Moda;509.18;MG;Sim;nps_ecommerce_2026-05.csv
202605-00380;2026-05-16;2026-05;C28016;6;app;Android;Beleza;57.61;RJ;Nao;nps_ecommerce_2026-05.csv
202605-00444;2026-05-16;2026-05;C25051;6;site;Android;Eletrônicos;313.11;BA;Sim;nps_ecommerce_2026-05.csv
202605-00451;2026-05-16;2026-05;C16468;10;app;Android;Esporte;400.3;RJ;Nao;nps_ecommerce_2026-05.csv
202605-00456;2026-05-16;2026-05;C10213;10;app;Desktop;Beleza;68.05;MG;Nao;nps_ecommerce_2026-05.csv
202605-00496;2026-05-16;2026-05;C10519;5;site;iOS;Livros;163.06;PE;Nao;nps_ecommerce_2026-05.csv
202605-00530;2026-05-16;2026-05;C17608;4;site;iOS;Eletrônicos;105.91;SP;Nao;nps_ecommerce_2026-05.csv
202605-00583;2026-05-16;2026-05;C36571;8;app;Android;Mercado;28.29;SP;Sim;nps_ecommerce_2026-05.csv
202605-00592;2026-05-16;2026-05;C16774;8;app;Android;Eletrônicos;169.16;PR;Nao;nps_ecommerce_2026-05.csv
202605-00632;2026-05-16;2026-05;C22431;10;app;Android;Esporte;31.88;PE;Nao;nps_ecommerce_2026-05.csv
202605-00667;2026-05-16;2026-05;C36333;8;app;Android;Casa E Decoração;72.04;DF;Sim;nps_ecommerce_2026-05.csv
202605-00673;2026-05-16;2026-05;C28458;6;site;iOS;Esporte;211.81;PR;Sim;nps_ecommerce_2026-05.csv
202605-00676;2026-05-16;2026-05;C18080;4;site;iOS;Casa E Decoração;108.59;SP;Nao;nps_ecommerce_2026-05.csv
202605-00693;2026-05-16;2026-05;C10770;8;app;Android;Esporte;78.38;RS;Sim;nps_ecommerce_2026-05.csv
202605-00710;2026-05-16;2026-05;C12073;10;app;iOS;Eletrônicos;115.04;SP;Nao;nps_ecommerce_2026-05.csv
202605-00724;2026-05-16;2026-05;C13831;8;site;Desktop;Casa E Decoração;30.06;BA;Nao;nps_ecommerce_2026-05.csv
202605-00732;2026-05-16;2026-05;C20473;9;site;iOS;Beleza;240.13;SP;Nao;nps_ecommerce_2026-05.csv
202605-00754;2026-05-16;2026-05;C26822;5;marketplace;iOS;Moda;228.23;RJ;Sim;nps_ecommerce_2026-05.csv
202605-00001;2026-05-17;2026-05;C33789;7;app;Desktop;Beleza;219.56;PE;Sim;nps_ecommerce_2026-05.csv
202605-00052;2026-05-17;2026-05;C28935;7;site;Desktop;Moda;116.17;PE;Sim;nps_ecommerce_2026-05.csv
202605-00075;2026-05-17;2026-05;C33878;3;marketplace;Android;Mercado;146.8;DF;Nao;nps_ecommerce_2026-05.csv
202605-00114;2026-05-17;2026-05;C15191;10;app;iOS;Mercado;96.03;BA;Sim;nps_ecommerce_2026-05.csv
202605-00133;2026-05-17;2026-05;C18292;8;app;iOS;Mercado;150.96;SP;Nao;nps_ecommerce_2026-05.csv
202605-00174;2026-05-17;2026-05;C35379;7;app;Desktop;Mercado;135.73;BA;Nao;nps_ecommerce_2026-05.csv
202605-00240;2026-05-17;2026-05;C39261;4;marketplace;Android;Esporte;269.38;PR;Sim;nps_ecommerce_2026-05.csv
202605-00260;2026-05-17;2026-05;C12537;8;site;iOS;Casa E Decoração;427.29;RJ;Nao;nps_ecommerce_2026-05.csv
202605-00270;2026-05-17;2026-05;C12504;9;app;Android;Esporte;61.2;DF;Sim;nps_ecommerce_2026-05.csv
202605-00296;2026-05-17;2026-05;C38087;6;site;iOS;Beleza;91.64;RJ;Sim;nps_ecommerce_2026-05.csv
202605-00326;2026-05-17;2026-05;C28179;8;app;Desktop;Eletrônicos;114.82;CE;Sim;nps_ecommerce_2026-05.csv
202605-00330;2026-05-17;2026-05;C20563;9;marketplace;Android;Livros;320.68;RS;Sim;nps_ecommerce_2026-05.csv
202605-00418;2026-05-17;2026-05;C27551;7;site;iOS;Beleza;156.79;BA;Nao;nps_ecommerce_2026-05.csv
202605-00491;2026-05-17;2026-05;C39926;5;app;Android;Moda;39.64;MG;Sim;nps_ecommerce_2026-05.csv
202605-00520;2026-05-17;2026-05;C29691;6;site;Android;Esporte;105.98;BA;Sim;nps_ecommerce_2026-05.csv
202605-00608;2026-05-17;2026-05;C19430;5;site;iOS;Casa E Decoração;237.39;SP;Sim;nps_ecommerce_2026-05.csv
202605-00626;2026-05-17;2026-05;C34094;8;site;iOS;Eletrônicos;74.19;SP;Sim;nps_ecommerce_2026-05.csv
202605-00637;2026-05-17;2026-05;C19183;6;marketplace;Desktop;Eletrônicos;141.9;PR;Nao;nps_ecommerce_2026-05.csv
202605-00689;2026-05-17;2026-05;C23643;10;app;Android;Moda;40.61;SP;Sim;nps_ecommerce_2026-05.csv
202605-00695;2026-05-17;2026-05;C39444;5;site;Android;Moda;55.24;BA;Sim;nps_ecommerce_2026-05.csv
202605-00024;2026-05-18;2026-05;C17805;6;app;Android;Casa E Decoração;65.32;SP;Sim;nps_ecommerce_2026-05.csv
202605-00051;2026-05-18;2026-05;C26141;6;site;Desktop;Beleza;204.69;DF;Sim;nps_ecommerce_2026-05.csv
202605-00106;2026-05-18;2026-05;C13267;3;app;Android;Mercado;76.65;SP;Sim;nps_ecommerce_2026-05.csv
202605-00152;2026-05-18;2026-05;C37379;8;site;Android;Livros;94.57;BA;Sim;nps_ecommerce_2026-05.csv
202605-00224;2026-05-18;2026-05;C28853;5;marketplace;Android;Esporte;93.26;RJ;Nao;nps_ecommerce_2026-05.csv
202605-00225;2026-05-18;2026-05;C32856;8;app;Android;Casa E Decoração;191.05;SP;Sim;nps_ecommerce_2026-05.csv
202605-00258;2026-05-18;2026-05;C33506;10;site;Desktop;Casa E Decoração;47.49;SP;Nao;nps_ecommerce_2026-05.csv
202605-00259;2026-05-18;2026-05;C33537;5;app;iOS;Eletrônicos;109.48;BA;Sim;nps_ecommerce_2026-05.csv
202605-00287;2026-05-18;2026-05;C27626;8;app;iOS;Mercado;115.24;SP;Sim;nps_ecommerce_2026-05.csv
202605-00318;2026-05-18;2026-05;C19127;2;app;Desktop;Esporte;511.36;PE;Sim;nps_ecommerce_2026-05.csv
202605-00345;2026-05-18;2026-05;C24471;8;site;Android;Livros;83.64;PE;Sim;nps_ecommerce_2026-05.csv
202605-00367;2026-05-18;2026-05;C37192;8;site;iOS;Esporte;704.92;DF;Sim;nps_ecommerce_2026-05.csv
202605-00414;2026-05-18;2026-05;C34381;8;site;iOS;Esporte;141.02;RS;Sim;nps_ecommerce_2026-05.csv
202605-00424;2026-05-18;2026-05;C26755;9;site;Desktop;Moda;183.7;PE;Nao;nps_ecommerce_2026-05.csv
202605-00480;2026-05-18;2026-05;C15184;2;marketplace;Desktop;Eletrônicos;114.41;RJ;Nao;nps_ecommerce_2026-05.csv
202605-00518;2026-05-18;2026-05;C12718;7;app;Desktop;Moda;109.3;PE;Nao;nps_ecommerce_2026-05.csv
202605-00521;2026-05-18;2026-05;C17550;6;site;Desktop;Moda;69.93;BA;Nao;nps_ecommerce_2026-05.csv
202605-00537;2026-05-18;2026-05;C29878;6;app;Android;Esporte;31.96;CE;Nao;nps_ecommerce_2026-05.csv
202605-00552;2026-05-18;2026-05;C21593;7;app;Desktop;Eletrônicos;39.33;BA;Nao;nps_ecommerce_2026-05.csv
202605-00589;2026-05-18;2026-05;C10916;3;site;iOS;Moda;97.1;SP;Nao;nps_ecommerce_2026-05.csv
202605-00659;2026-05-18;2026-05;C34411;7;site;Android;Eletrônicos;153.94;BA;Nao;nps_ecommerce_2026-05.csv
202605-00772;2026-05-18;2026-05;C29122;7;marketplace;Android;Beleza;280.57;CE;Sim;nps_ecommerce_2026-05.csv
202605-00775;2026-05-18;2026-05;C18795;7;app;iOS;Livros;142.07;DF;Nao;nps_ecommerce_2026-05.csv
202605-00022;2026-05-19;2026-05;C17137;6;app;iOS;Mercado;195.77;MG;Nao;nps_ecommerce_2026-05.csv
202605-00048;2026-05-19;2026-05;C24006;8;site;iOS;Eletrônicos;443.2;RJ;Nao;nps_ecommerce_2026-05.csv
202605-00069;2026-05-19;2026-05;C11470;10;app;Android;Eletrônicos;102.97;SP;Sim;nps_ecommerce_2026-05.csv
202605-00140;2026-05-19;2026-05;C22545;8;app;iOS;Eletrônicos;182.34;BA;Sim;nps_ecommerce_2026-05.csv
202605-00170;2026-05-19;2026-05;C10032;10;site;iOS;Eletrônicos;151.29;CE;Sim;nps_ecommerce_2026-05.csv
202605-00180;2026-05-19;2026-05;C35969;10;app;iOS;Eletrônicos;174.33;CE;Nao;nps_ecommerce_2026-05.csv
202605-00211;2026-05-19;2026-05;C29029;8;app;Android;Beleza;904.95;BA;Sim;nps_ecommerce_2026-05.csv
202605-00219;2026-05-19;2026-05;C27910;6;app;iOS;Livros;73.81;PE;Nao;nps_ecommerce_2026-05.csv
202605-00220;2026-05-19;2026-05;C37118;10;app;Android;Esporte;332.1;PR;Sim;nps_ecommerce_2026-05.csv
202605-00266;2026-05-19;2026-05;C26498;5;marketplace;Android;Livros;95.71;PR;Nao;nps_ecommerce_2026-05.csv
202605-00284;2026-05-19;2026-05;C38822;6;app;iOS;Casa E Decoração;128.34;RS;Sim;nps_ecommerce_2026-05.csv
202605-00288;2026-05-19;2026-05;C23975;10;app;Android;Mercado;46.05;RS;Nao;nps_ecommerce_2026-05.csv
202605-00322;2026-05-19;2026-05;C18190;8;app;Android;Mercado;248.76;CE;Nao;nps_ecommerce_2026-05.csv
202605-00355;2026-05-19;2026-05;C33662;3;marketplace;Android;Livros;58.21;MG;Nao;nps_ecommerce_2026-05.csv
202605-00369;2026-05-19;2026-05;C20583;9;app;Android;Esporte;132.44;CE;Sim;nps_ecommerce_2026-05.csv
202605-00375;2026-05-19;2026-05;C10935;7;marketplace;iOS;Casa E Decoração;228.79;PE;Sim;nps_ecommerce_2026-05.csv
202605-00413;2026-05-19;2026-05;C15463;6;app;Android;Beleza;55.71;SP;Sim;nps_ecommerce_2026-05.csv
202605-00423;2026-05-19;2026-05;C30496;9;site;iOS;Casa E Decoração;50.37;MG;Sim;nps_ecommerce_2026-05.csv
202605-00438;2026-05-19;2026-05;C30771;10;app;Android;Livros;97.46;MG;Nao;nps_ecommerce_2026-05.csv
202605-00440;2026-05-19;2026-05;C19927;10;app;iOS;Casa E Decoração;103.97;PR;Nao;nps_ecommerce_2026-05.csv
202605-00452;2026-05-19;2026-05;C24082;5;app;iOS;Beleza;34.8;SP;Sim;nps_ecommerce_2026-05.csv
202605-00470;2026-05-19;2026-05;C22288;8;app;iOS;Casa E Decoração;119.63;SP;Nao;nps_ecommerce_2026-05.csv
202605-00538;2026-05-19;2026-05;C37466;7;app;Desktop;Esporte;244.97;RJ;Sim;nps_ecommerce_2026-05.csv
202605-00557;2026-05-19;2026-05;C23094;10;app;Desktop;Beleza;206.97;DF;Nao;nps_ecommerce_2026-05.csv
202605-00568;2026-05-19;2026-05;C13921;6;site;iOS;Eletrônicos;79.2;BA;Nao;nps_ecommerce_2026-05.csv
202605-00612;2026-05-19;2026-05;C31128;5;app;Android;Beleza;149.87;CE;Nao;nps_ecommerce_2026-05.csv
202605-00619;2026-05-19;2026-05;C16376;10;app;Android;Mercado;166.34;PR;Nao;nps_ecommerce_2026-05.csv
202605-00633;2026-05-19;2026-05;C15958;9;marketplace;iOS;Beleza;103.85;SP;Nao;nps_ecommerce_2026-05.csv
202605-00700;2026-05-19;2026-05;C36799;8;site;Android;Livros;34.37;PR;Sim;nps_ecommerce_2026-05.csv
202605-00737;2026-05-19;2026-05;C38269;5;app;iOS;Esporte;105.01;MG;Nao;nps_ecommerce_2026-05.csv
202605-00744;2026-05-19;2026-05;C10775;7;app;Android;Livros;202.83;SP;Nao;nps_ecommerce_2026-05.csv
202605-00749;2026-05-19;2026-05;C23541;6;app;iOS;Moda;267.61;MG;Sim;nps_ecommerce_2026-05.csv
202605-00768;2026-05-19;2026-05;C27043;9;app;Android;Casa E Decoração;200.56;CE;Sim;nps_ecommerce_2026-05.csv
202605-00770;2026-05-19;2026-05;C25043;9;app;iOS;Esporte;195.62;RS;Sim;nps_ecommerce_2026-05.csv
202605-00006;2026-05-20;2026-05;C15937;4;site;Desktop;Livros;63.62;DF;Sim;nps_ecommerce_2026-05.csv
202605-00027;2026-05-20;2026-05;C19663;3;site;iOS;Mercado;80.7;PE;Sim;nps_ecommerce_2026-05.csv
202605-00084;2026-05-20;2026-05;C31098;6;marketplace;Android;Livros;129.72;SP;Sim;nps_ecommerce_2026-05.csv
202605-00090;2026-05-20;2026-05;C35369;9;app;Desktop;Casa E Decoração;109.0;SP;Nao;nps_ecommerce_2026-05.csv
202605-00126;2026-05-20;2026-05;C10968;4;marketplace;Android;Mercado;400.12;PR;Sim;nps_ecommerce_2026-05.csv
202605-00199;2026-05-20;2026-05;C38832;5;app;iOS;Moda;84.17;MG;Sim;nps_ecommerce_2026-05.csv
202605-00228;2026-05-20;2026-05;C33038;5;site;Desktop;Casa E Decoração;313.82;SP;Sim;nps_ecommerce_2026-05.csv
202605-00307;2026-05-20;2026-05;C20803;7;marketplace;Android;Livros;113.46;SP;Sim;nps_ecommerce_2026-05.csv
202605-00315;2026-05-20;2026-05;C14975;7;app;Android;Beleza;90.96;DF;Sim;nps_ecommerce_2026-05.csv
202605-00339;2026-05-20;2026-05;C19084;10;app;Android;Esporte;117.49;SP;Nao;nps_ecommerce_2026-05.csv
202605-00351;2026-05-20;2026-05;C30717;7;marketplace;iOS;Livros;21.22;CE;Sim;nps_ecommerce_2026-05.csv
202605-00352;2026-05-20;2026-05;C39303;6;app;Android;Moda;380.09;SP;Sim;nps_ecommerce_2026-05.csv
202605-00577;2026-05-20;2026-05;C22260;7;marketplace;Desktop;Livros;129.11;MG;Sim;nps_ecommerce_2026-05.csv
202605-00595;2026-05-20;2026-05;C31906;7;app;Desktop;Livros;189.3;PR;Nao;nps_ecommerce_2026-05.csv
202605-00630;2026-05-20;2026-05;C23424;7;app;Android;Beleza;98.11;DF;Nao;nps_ecommerce_2026-05.csv
202605-00647;2026-05-20;2026-05;C13996;10;site;iOS;Livros;41.62;RJ;Sim;nps_ecommerce_2026-05.csv
202605-00665;2026-05-20;2026-05;C33715;7;app;Android;Mercado;144.09;CE;Sim;nps_ecommerce_2026-05.csv
202605-00674;2026-05-20;2026-05;C20539;7;app;Android;Esporte;102.26;MG;Nao;nps_ecommerce_2026-05.csv
202605-00678;2026-05-20;2026-05;C29827;7;site;Android;Livros;171.41;PR;Sim;nps_ecommerce_2026-05.csv
202605-00698;2026-05-20;2026-05;C31345;8;app;Android;Moda;179.62;CE;Sim;nps_ecommerce_2026-05.csv
202605-00791;2026-05-20;2026-05;C27397;7;marketplace;Desktop;Beleza;257.33;DF;Nao;nps_ecommerce_2026-05.csv
202605-00025;2026-05-21;2026-05;C18159;9;app;iOS;Eletrônicos;287.23;SP;Sim;nps_ecommerce_2026-05.csv
202605-00029;2026-05-21;2026-05;C18432;5;site;Android;Esporte;76.14;PE;Sim;nps_ecommerce_2026-05.csv
202605-00066;2026-05-21;2026-05;C23900;10;app;iOS;Eletrônicos;209.39;BA;Nao;nps_ecommerce_2026-05.csv
202605-00081;2026-05-21;2026-05;C14602;8;site;Desktop;Beleza;296.09;CE;Sim;nps_ecommerce_2026-05.csv
202605-00104;2026-05-21;2026-05;C19281;8;app;Desktop;Mercado;166.41;PE;Sim;nps_ecommerce_2026-05.csv
202605-00150;2026-05-21;2026-05;C24640;9;site;Android;Moda;387.14;PE;Nao;nps_ecommerce_2026-05.csv
202605-00161;2026-05-21;2026-05;C22534;10;app;Android;Casa E Decoração;27.41;SP;Sim;nps_ecommerce_2026-05.csv
202605-00166;2026-05-21;2026-05;C19436;9;site;iOS;Eletrônicos;93.84;BA;Sim;nps_ecommerce_2026-05.csv
202605-00218;2026-05-21;2026-05;C31910;9;app;iOS;Moda;134.78;SP;Sim;nps_ecommerce_2026-05.csv
202605-00243;2026-05-21;2026-05;C35041;9;marketplace;iOS;Beleza;255.43;CE;Sim;nps_ecommerce_2026-05.csv
202605-00262;2026-05-21;2026-05;C22278;6;app;Desktop;Esporte;287.44;PE;Sim;nps_ecommerce_2026-05.csv
202605-00298;2026-05-21;2026-05;C21426;6;site;Android;Moda;109.63;PR;Nao;nps_ecommerce_2026-05.csv
202605-00346;2026-05-21;2026-05;C21409;10;site;Desktop;Mercado;65.78;PE;Nao;nps_ecommerce_2026-05.csv
202605-00354;2026-05-21;2026-05;C30119;6;marketplace;iOS;Livros;516.74;PR;Nao;nps_ecommerce_2026-05.csv
202605-00370;2026-05-21;2026-05;C21759;8;app;iOS;Beleza;48.94;RJ;Nao;nps_ecommerce_2026-05.csv
202605-00388;2026-05-21;2026-05;C38261;10;site;Desktop;Moda;271.11;RJ;Nao;nps_ecommerce_2026-05.csv
202605-00432;2026-05-21;2026-05;C31287;8;app;Android;Eletrônicos;287.28;DF;Sim;nps_ecommerce_2026-05.csv
202605-00442;2026-05-21;2026-05;C15541;6;app;Android;Beleza;67.64;CE;Nao;nps_ecommerce_2026-05.csv
202605-00482;2026-05-21;2026-05;C20827;6;app;Android;Casa E Decoração;53.49;MG;Nao;nps_ecommerce_2026-05.csv
202605-00501;2026-05-21;2026-05;C22228;7;app;iOS;Casa E Decoração;146.72;PE;Sim;nps_ecommerce_2026-05.csv
202605-00511;2026-05-21;2026-05;C11573;6;site;Desktop;Eletrônicos;73.93;PE;Sim;nps_ecommerce_2026-05.csv
202605-00514;2026-05-21;2026-05;C35182;10;app;iOS;Moda;87.88;RS;Nao;nps_ecommerce_2026-05.csv
202605-00522;2026-05-21;2026-05;C30785;8;app;iOS;Mercado;104.49;MG;Sim;nps_ecommerce_2026-05.csv
202605-00527;2026-05-21;2026-05;C23730;6;app;iOS;Mercado;43.21;MG;Nao;nps_ecommerce_2026-05.csv
202605-00545;2026-05-21;2026-05;C20547;9;app;Android;Mercado;72.55;DF;Sim;nps_ecommerce_2026-05.csv
202605-00555;2026-05-21;2026-05;C36592;4;marketplace;iOS;Moda;137.08;CE;Sim;nps_ecommerce_2026-05.csv
202605-00576;2026-05-21;2026-05;C30344;6;marketplace;Android;Casa E Decoração;56.17;PR;Sim;nps_ecommerce_2026-05.csv
202605-00706;2026-05-21;2026-05;C16251;5;app;Android;Casa E Decoração;313.85;PR;Sim;nps_ecommerce_2026-05.csv
202605-00721;2026-05-21;2026-05;C37263;9;site;Desktop;Esporte;99.41;DF;Sim;nps_ecommerce_2026-05.csv
202605-00773;2026-05-21;2026-05;C26041;7;app;Android;Beleza;527.72;PE;Nao;nps_ecommerce_2026-05.csv
202605-00795;2026-05-21;2026-05;C35660;8;site;Desktop;Livros;224.37;SP;Sim;nps_ecommerce_2026-05.csv
202605-00011;2026-05-22;2026-05;C34404;8;app;iOS;Casa E Decoração;42.03;SP;Sim;nps_ecommerce_2026-05.csv
202605-00042;2026-05-22;2026-05;C38974;7;app;Desktop;Beleza;153.03;PE;Sim;nps_ecommerce_2026-05.csv
202605-00045;2026-05-22;2026-05;C32516;6;site;Desktop;Casa E Decoração;292.95;MG;Sim;nps_ecommerce_2026-05.csv
202605-00046;2026-05-22;2026-05;C22095;7;app;Desktop;Livros;156.17;CE;Sim;nps_ecommerce_2026-05.csv
202605-00062;2026-05-22;2026-05;C38703;9;app;Android;Casa E Decoração;106.34;PE;Nao;nps_ecommerce_2026-05.csv
202605-00086;2026-05-22;2026-05;C13063;10;app;Android;Esporte;185.21;CE;Nao;nps_ecommerce_2026-05.csv
202605-00110;2026-05-22;2026-05;C17915;6;app;Nao informado;Beleza;105.15;PE;Sim;nps_ecommerce_2026-05.csv
202605-00138;2026-05-22;2026-05;C34779;5;site;Desktop;Moda;297.56;PE;Sim;nps_ecommerce_2026-05.csv
202605-00171;2026-05-22;2026-05;C19524;6;site;Android;Moda;167.19;SP;Sim;nps_ecommerce_2026-05.csv
202605-00173;2026-05-22;2026-05;C25941;4;marketplace;Android;Mercado;35.65;RS;Nao;nps_ecommerce_2026-05.csv
202605-00188;2026-05-22;2026-05;C35154;4;site;iOS;Esporte;32.59;MG;Sim;nps_ecommerce_2026-05.csv
202605-00217;2026-05-22;2026-05;C19374;9;app;Android;Beleza;254.85;CE;Sim;nps_ecommerce_2026-05.csv
202605-00232;2026-05-22;2026-05;C32400;3;site;Android;Eletrônicos;224.42;PE;Nao;nps_ecommerce_2026-05.csv
202605-00253;2026-05-22;2026-05;C20518;10;app;Desktop;Beleza;169.46;SP;Nao;nps_ecommerce_2026-05.csv
202605-00272;2026-05-22;2026-05;C29161;4;site;Android;Mercado;47.05;PE;Nao;nps_ecommerce_2026-05.csv
202605-00292;2026-05-22;2026-05;C35462;7;site;Android;Eletrônicos;113.39;DF;Nao;nps_ecommerce_2026-05.csv
202605-00299;2026-05-22;2026-05;C25894;9;site;Android;Esporte;140.54;RS;Nao;nps_ecommerce_2026-05.csv
202605-00331;2026-05-22;2026-05;C16699;7;app;Desktop;Casa E Decoração;19.64;DF;Nao;nps_ecommerce_2026-05.csv
202605-00387;2026-05-22;2026-05;C26952;10;app;Android;Eletrônicos;43.14;PE;Nao;nps_ecommerce_2026-05.csv
202605-00445;2026-05-22;2026-05;C11076;8;site;iOS;Casa E Decoração;124.91;BA;Sim;nps_ecommerce_2026-05.csv
202605-00529;2026-05-22;2026-05;C19026;10;app;iOS;Eletrônicos;144.04;MG;Nao;nps_ecommerce_2026-05.csv
202605-00541;2026-05-22;2026-05;C39756;5;marketplace;Nao informado;Esporte;110.94;PE;Sim;nps_ecommerce_2026-05.csv
202605-00567;2026-05-22;2026-05;C29230;10;app;iOS;Esporte;181.16;DF;Sim;nps_ecommerce_2026-05.csv
202605-00574;2026-05-22;2026-05;C22227;7;marketplace;iOS;Esporte;32.37;SP;Sim;nps_ecommerce_2026-05.csv
202605-00584;2026-05-22;2026-05;C31456;8;site;Android;Esporte;82.79;RJ;Nao;nps_ecommerce_2026-05.csv
202605-00604;2026-05-22;2026-05;C26502;6;site;iOS;Moda;101.31;SP;Nao;nps_ecommerce_2026-05.csv
202605-00613;2026-05-22;2026-05;C26074;8;marketplace;iOS;Livros;90.87;PR;Nao;nps_ecommerce_2026-05.csv
202605-00643;2026-05-22;2026-05;C12778;8;app;Desktop;Mercado;144.05;CE;Sim;nps_ecommerce_2026-05.csv
202605-00668;2026-05-22;2026-05;C30266;10;app;iOS;Moda;104.38;RS;Nao;nps_ecommerce_2026-05.csv
202605-00712;2026-05-22;2026-05;C12064;6;site;Desktop;Livros;198.16;SP;Nao;nps_ecommerce_2026-05.csv
202605-00748;2026-05-22;2026-05;C16439;7;app;Desktop;Casa E Decoração;245.71;MG;Nao;nps_ecommerce_2026-05.csv
202605-00752;2026-05-22;2026-05;C25556;10;site;iOS;Moda;57.19;PR;Nao;nps_ecommerce_2026-05.csv
202605-00803;2026-05-22;2026-05;C34715;6;app;Android;Beleza;54.98;CE;Nao;nps_ecommerce_2026-05.csv
202605-00005;2026-05-23;2026-05;C18105;9;site;Android;Beleza;94.01;RS;Sim;nps_ecommerce_2026-05.csv
202605-00019;2026-05-23;2026-05;C14224;6;app;Desktop;Eletrônicos;103.4;RS;Sim;nps_ecommerce_2026-05.csv
202605-00057;2026-05-23;2026-05;C23916;6;app;Android;Livros;237.15;SP;Sim;nps_ecommerce_2026-05.csv
202605-00095;2026-05-23;2026-05;C24312;10;app;Android;Beleza;87.38;MG;Sim;nps_ecommerce_2026-05.csv
202605-00155;2026-05-23;2026-05;C24877;7;site;Desktop;Eletrônicos;91.1;RS;Sim;nps_ecommerce_2026-05.csv
202605-00241;2026-05-23;2026-05;C30377;9;app;iOS;Moda;63.02;PE;Sim;nps_ecommerce_2026-05.csv
202605-00264;2026-05-23;2026-05;C35587;7;site;Android;Livros;369.96;DF;Nao;nps_ecommerce_2026-05.csv
202605-00289;2026-05-23;2026-05;C33144;9;app;iOS;Beleza;344.6;RJ;Nao;nps_ecommerce_2026-05.csv
202605-00302;2026-05-23;2026-05;C23044;8;site;Android;Beleza;162.84;BA;Nao;nps_ecommerce_2026-05.csv
202605-00391;2026-05-23;2026-05;C20979;5;site;Desktop;Eletrônicos;73.45;CE;Sim;nps_ecommerce_2026-05.csv
202605-00436;2026-05-23;2026-05;C18451;9;app;Android;Mercado;218.68;CE;Sim;nps_ecommerce_2026-05.csv
202605-00508;2026-05-23;2026-05;C23232;5;site;Android;Moda;91.99;RJ;Sim;nps_ecommerce_2026-05.csv
202605-00525;2026-05-23;2026-05;C28211;8;app;iOS;Livros;244.03;RS;Sim;nps_ecommerce_2026-05.csv
202605-00532;2026-05-23;2026-05;C32657;4;app;Android;Casa E Decoração;65.16;MG;Sim;nps_ecommerce_2026-05.csv
202605-00551;2026-05-23;2026-05;C29594;10;app;Android;Mercado;142.16;RJ;Nao;nps_ecommerce_2026-05.csv
202605-00559;2026-05-23;2026-05;C14407;10;site;Desktop;Livros;47.8;RJ;Sim;nps_ecommerce_2026-05.csv
202605-00565;2026-05-23;2026-05;C29586;6;marketplace;Android;Moda;49.63;SP;Nao;nps_ecommerce_2026-05.csv
202605-00571;2026-05-23;2026-05;C25545;6;site;iOS;Eletrônicos;456.37;PE;Nao;nps_ecommerce_2026-05.csv
202605-00641;2026-05-23;2026-05;C32016;5;app;Android;Casa E Decoração;70.44;SP;Nao;nps_ecommerce_2026-05.csv
202605-00657;2026-05-23;2026-05;C32317;10;app;Desktop;Esporte;295.99;BA;Nao;nps_ecommerce_2026-05.csv
202605-00739;2026-05-23;2026-05;C26932;6;app;Desktop;Casa E Decoração;132.74;RJ;Sim;nps_ecommerce_2026-05.csv
202605-00745;2026-05-23;2026-05;C22068;8;app;iOS;Beleza;87.78;DF;Sim;nps_ecommerce_2026-05.csv
