id_avaliacao,data_avaliacao,id_cliente,nota_nps,canal,dispositivo,categoria_compra,valor_pedido,uf,primeiro_pedido
202604-00608,2026-04-04,C24886,9,app,Desktop,Beleza,"R$ 201,36",MG,sim
202604-00609,2026-04-23,C17545,6,marketplace,iOS,Beleza,"R$ 336,06",PR,nao
202604-00610,2026-04-07,C23117,5,site,Desktop,Casa e Decoração,"R$ 197,36",PE,sim
202604-00611,2026-04-18,C13774,7,app,Android,Livros,"R$ 404,87",SP,nao
202604-00612,2026-04-07,C16482,10,app,iOS,Casa e Decoração,"R$ 71,05",SP,sim
202604-00613,2026-04-08,C15850,7,app,iOS,Casa e Decoração,"R$ 221,79",DF,sim
202604-00614,2026-04-13,C31458,8,app,iOS,Moda,"R$ 117,71",MG,nao
202604-00615,2026-04-26,C22201,8,app,Desktop,Mercado,"R$ 31,70",BA,nao
202604-00616,2026-04-04,C14732,7,marketplace,iOS,Moda,"R$ 74,98",RJ,sim
202604-00617,2026-04-11,C29646,7,site,Android,Eletrônicos,"R$ 333,80",BA,sim
202604-00618,2026-04-26,C14868,4,marketplace,iOS,Mercado,"R$ 214,70",RS,nao
202604-00619,2026-04-19,C39027,6,marketplace,Android,Mercado,"R$ 99,90",DF,nao
202604-00620,2026-04-03,C15486,9,site,Android,Livros,"R$ 154,17",SP,nao
202604-00621,2026-04-06,C20545,10,app,Android,Beleza,"R$ 239,30",CE,nao
202604-00622,2026-04-13,C30909,8,app,Android,Eletrônicos,"R$ 79,16",SP,sim
202604-00623,2026-04-15,C38284,6,app,iOS,Beleza,"R$ 68,18",PR,nao
202604-00624,2026-04-09,C28040,10,site,Android,Casa e Decoração,"R$ 290,40",BA,nao
202604-00625,2026-04-19,C11348,5,site,Android,Beleza,"R$ 48,15",PR,nao
202604-00626,2026-04-12,C36362,9,app,iOS,Eletrônicos,"R$ 178,23",PE,sim
202604-00627,2026-04-21,C12486,9,app,iOS,Mercado,"R$ 101,65",RS,sim
202604-00628,2026-04-04,C13885,7,site,iOS,Moda,"R$ 152,86",PR,nao
202604-00629,2026-04-09,C19919,9,app,Android,Mercado,"R$ 25,70",BA,nao
202604-00630,2026-04-05,C38016,8,app,Android,Casa e Decoração,"R$ 66,95",SP,sim
202604-00631,2026-04-27,C21358,8,site,Android,Beleza,"R$ 982,09",RS,sim
202604-00632,2026-04-25,C14891,9,app,iOS,Livros,"R$ 97,57",DF,sim
202604-00633,2026-04-19,C35754,10,app,Android,Mercado,"R$ 170,35",DF,nao
202604-00634,2026-04-11,C37715,9,app,Android,Livros,"R$ 185,82",RJ,nao
202604-00635,2026-04-28,C28299,10,app,iOS,Mercado,"R$ 55,06",CE,sim
202604-00636,2026-04-16,C36555,9,app,Android,Moda,"R$ 63,53",SP,nao
202604-00637,2026-04-25,C35514,10,app,iOS,Esporte,"R$ 63,87",PE,sim
202604-00638,2026-04-05,C15036,7,site,Desktop,Esporte,"R$ 98,83",SP,nao
202604-00639,2026-04-13,C12087,9,marketplace,iOS,Eletrônicos,"R$ 231,12",PR,nao
202604-00640,2026-04-21,C39318,5,site,iOS,Livros,"R$ 126,27",CE,sim
202604-00641,2026-04-16,C10879,7,app,iOS,Beleza,"R$ 50,35",SP,nao
202604-00642,2026-04-22,C27183,8,app,iOS,Esporte,"R$ 97,91",RS,sim
202604-00643,2026-04-13,C15145,10,app,iOS,Beleza,"R$ 164,53",PE,nao
202604-00644,2026-04-28,C16765,5,site,iOS,Beleza,"R$ 81,83",PE,nao
202604-00645,2026-04-10,C29250,10,app,Android,Beleza,"R$ 524,22",SP,nao
202604-00646,2026-04-15,C12096,5,app,Android,Moda,"R$ 32,59",MG,nao
202604-00647,2026-04-15,C25161,10,marketplace,Android,Casa e Decoração,"R$ 159,61",CE,nao
202604-00648,2026-04-13,C30087,7,app,Desktop,Beleza,"R$ 176,66",RS,sim
202604-00649,2026-04-24,C24158,3,app,Desktop,Moda,"R$ 121,80",SP,sim
202604-00650,2026-04-08,C39017,9,app,iOS,Livros,"R$ 232,06",SP,nao
202604-00651,2026-04-23,C33807,6,site,iOS,Beleza,"R$ 129,02",RJ,nao
202604-00652,2026-04-04,C22082,5,marketplace,iOS,Mercado,"R$ 145,30",DF,nao
202604-00653,2026-04-09,C16795,7,app,Android,Eletrônicos,"R$ 91,32",MG,nao
202604-00654,2026-04-28,C16370,6,app,iOS,Eletrônicos,"R$ 191,67",PE,sim
202604-00655,2026-04-16,C25117,10,app,Android,Moda,"R$ 103,11",CE,nao
202604-00656,2026-04-27,C15287,8,app,iOS,Eletrônicos,"R$ 44,08",RS,sim
202604-00657,2026-04-24,C22807,8,app,Android,Eletrônicos,"R$ 117,31",DF,nao
202604-00658,2026-04-06,C17099,10,app,Desktop,Esporte,"R$ 55,79",BA,sim
202604-00659,2026-04-27,C30800,10,app,Android,Livros,"R$ 244,15",SP,sim
202604-00660,2026-04-15,C11717,9,app,iOS,Beleza,"R$ 416,15",RS,sim
202604-00661,2026-04-08,C16553,8,marketplace,Android,Eletrônicos,"R$ 159,56",BA,nao
202604-00662,2026-04-08,C38910,7,site,Desktop,Livros,"R$ 286,14",RJ,sim
202604-00663,2026-04-14,C26793,10,site,iOS,Esporte,"R$ 78,42",SP,sim
202604-00664,2026-04-13,C24020,5,site,iOS,Casa e Decoração,"R$ 105,42",DF,nao
202604-00665,2026-04-21,C20362,7,app,,Moda,"R$ 116,23",PE,nao
202604-00666,2026-04-21,C30444,10,app,iOS,Moda,"R$ 88,22",RS,nao
202604-00667,2026-04-16,C13336,8,app,Android,Mercado,"R$ 126,55",SP,sim
202604-00668,2026-04-20,C20628,10,app,Android,Livros,"R$ 25,21",RJ,sim
202604-00669,2026-04-28,C31835,7,app,iOS,Esporte,"R$ 140,88",BA,nao
202604-00670,2026-04-17,C29250,10,app,iOS,Eletrônicos,"R$ 86,11",PR,sim
202604-00671,2026-04-25,C17980,5,app,iOS,Casa e Decoração,"R$ 187,50",PE,nao
202604-00672,2026-04-13,C16697,7,app,iOS,Livros,"R$ 52,84",MG,nao
202604-00673,2026-04-05,C19113,6,site,Android,Eletrônicos,"R$ 106,79",BA,nao
202604-00674,2026-04-25,C10776,6,site,Android,Casa e Decoração,"R$ 25,95",RS,sim
202604-00675,2026-04-22,C18137,10,app,Android,Moda,"R$ 296,61",SP,nao
202604-00676,2026-04-15,C30636,9,site,,Mercado,"R$ 54,80",MG,nao
202604-00677,2026-04-02,C30786,8,app,Desktop,Moda,"R$ 120,96",PR,sim
202604-00678,2026-04-27,C36058,10,app,iOS,Eletrônicos,"R$ 194,00",DF,nao
202604-00679,2026-04-06,C33647,6,site,Android,Esporte,"R$ 128,69",RS,sim
202604-00680,2026-04-15,C30827,9,app,Desktop,Beleza,"R$ 336,66",SP,sim
202604-00681,2026-04-13,C22377,8,marketplace,Android,Esporte,"R$ 211,10",BA,nao
202604-00682,2026-04-01,C34966,8,site,Desktop,Mercado,"R$ 326,14",CE,nao
202604-00683,2026-04-18,C33810,8,site,Android,Casa e Decoração,"R$ 66,50",MG,nao
202604-00684,2026-04-20,C25756,10,app,iOS,Beleza,"R$ 198,05",DF,sim
202604-00685,2026-04-01,C10420,8,app,Android,Casa e Decoração,"R$ 86,86",PR,nao
202604-00686,2026-04-13,C34320,9,app,Android,Livros,"R$ 168,04",PE,sim
202604-00687,2026-04-04,C22609,9,app,iOS,Mercado,"R$ 151,10",SP,nao
202604-00688,2026-04-17,C33236,10,marketplace,Android,Livros,"R$ 257,26",BA,sim
202604-00689,2026-04-24,C18086,8,site,iOS,Mercado,"R$ 234,84",PE,nao
202604-00690,2026-04-23,C31812,6,site,iOS,Beleza,"R$ 160,54",SP,sim
202604-00691,2026-04-19,C31712,10,app,iOS,Mercado,"R$ 104,31",SP,sim
202604-00692,2026-04-13,C33136,6,site,Desktop,Esporte,"R$ 76,98",PE,sim
202604-00693,2026-04-27,C23987,5,marketplace,iOS,Esporte,"R$ 70,15",MG,nao
202604-00694,2026-04-25,C38717,7,site,Desktop,Eletrônicos,"R$ 45,43",PE,nao
202604-00695,2026-04-24,C16865,8,site,Android,Casa e Decoração,"R$ 228,51",RS,sim
202604-00696,2026-04-01,C13174,5,marketplace,Android,Esporte,"R$ 351,95",CE,nao
202604-00697,2026-04-06,C15780,9,site,Android,Moda,"R$ 249,99",PE,nao
202604-00698,2026-04-15,C28582,7,app,iOS,Eletrônicos,"R$ 221,00",RJ,sim
202604-00699,2026-04-09,C39565,5,site,Android,Esporte,"R$ 226,60",PR,sim
202604-00700,2026-04-03,C19605,7,marketplace,iOS,Eletrônicos,"R$ 178,98",MG,nao
202604-00701,2026-04-16,C25898,6,app,iOS,Eletrônicos,"R$ 64,94",PR,nao
202604-00702,2026-04-22,C29085,9,site,iOS,Moda,"R$ 62,56",SP,sim
202604-00703,2026-04-25,C18710,9,app,Android,Casa e Decoração,"R$ 46,67",DF,nao
202604-00704,2026-04-11,C36766,10,app,Android,Beleza,"R$ 51,28",BA,nao
202604-00705,2026-04-28,C20821,9,site,iOS,Mercado,"R$ 188,28",BA,nao
202604-00706,2026-04-01,C29723,6,site,Android,Livros,"R$ 182,62",MG,sim
202604-00707,2026-04-22,C31590,9,app,Android,Livros,"R$ 83,33",SP,sim
202604-00708,2026-04-01,C30767,6,app,iOS,Mercado,"R$ 30,76",BA,nao
202604-00709,2026-04-20,C25877,8,site,Android,Eletrônicos,"R$ 40,64",PR,nao
202604-00710,2026-04-22,C38085,9,app,iOS,Beleza,"R$ 101,05",CE,nao
202604-00711,2026-04-28,C27041,9,site,Android,Livros,"R$ 98,35",MG,sim
202604-00712,2026-04-10,C37274,8,app,Android,Mercado,"R$ 202,82",RJ,nao
202604-00713,2026-04-04,C25799,9,app,iOS,Moda,"R$ 151,61",CE,sim
202604-00714,2026-04-04,C24250,9,site,iOS,Casa e Decoração,"R$ 41,48",RJ,nao
202604-00715,2026-04-24,C18441,9,site,Desktop,Livros,"R$ 186,56",PR,sim
202604-00716,2026-04-21,C33770,6,site,Android,Casa e Decoração,"R$ 102,43",DF,sim
202604-00717,2026-04-03,C31102,7,marketplace,Desktop,Livros,"R$ 110,59",SP,nao
202604-00718,2026-04-28,C24318,8,site,iOS,Eletrônicos,"R$ 330,95",DF,nao
202604-00719,2026-04-11,C34267,10,app,iOS,Eletrônicos,"R$ 48,49",RJ,nao
202604-00720,2026-04-13,C28904,10,app,iOS,Esporte,"R$ 308,05",BA,sim
202604-00721,2026-04-11,C35273,8,site,Android,Mercado,"R$ 260,78",PE,sim
202604-00722,2026-04-19,C17279,10,site,iOS,Mercado,"R$ 248,79",SP,nao
202604-00723,2026-04-27,C17173,9,app,Android,Esporte,"R$ 252,54",RS,nao
202604-00724,2026-04-20,C20490,9,app,Desktop,Eletrônicos,"R$ 123,56",SP,nao
202604-00725,2026-04-16,C30679,6,marketplace,Android,Livros,"R$ 363,00",SP,nao
202604-00726,2026-04-05,C37128,7,app,Desktop,Mercado,"R$ 355,19",BA,sim
202604-00727,2026-04-28,C35429,9,site,Android,Beleza,"R$ 45,63",SP,nao
202604-00728,2026-04-01,C27954,8,marketplace,Android,Beleza,"R$ 27,94",MG,nao
202604-00729,2026-04-03,C27296,9,site,iOS,Moda,"R$ 225,80",PE,nao
202604-00730,2026-04-25,C35928,7,app,Desktop,Mercado,"R$ 132,49",BA,nao
202604-00731,2026-04-19,C14507,10,app,Android,Moda,"R$ 85,28",MG,sim
202604-00732,2026-04-24,C31339,6,app,,Livros,"R$ 342,81",PR,sim
202604-00733,2026-04-13,C23995,10,site,iOS,Eletrônicos,"R$ 121,83",MG,sim
202604-00734,2026-04-06,C11719,10,app,Android,Casa e Decoração,"R$ 310,76",CE,nao
202604-00735,2026-04-08,C11113,5,marketplace,Android,Casa e Decoração,"R$ 86,51",PE,sim
202604-00736,2026-04-25,C32668,10,site,Android,Eletrônicos,"R$ 395,25",PE,nao
202604-00737,2026-04-09,C30720,8,marketplace,Android,Eletrônicos,"R$ 65,64",PE,sim
202604-00738,2026-04-21,C31914,10,app,iOS,Esporte,"R$ 83,79",CE,nao
202604-00739,2026-04-26,C29427,8,app,Android,Livros,"R$ 154,41",RJ,nao
202604-00740,2026-04-04,C20657,10,app,Desktop,Mercado,"R$ 220,92",MG,sim
202604-00741,2026-04-13,C28220,9,app,Android,Esporte,"R$ 168,06",SP,nao
202604-00742,2026-04-18,C33388,8,app,Android,Mercado,"R$ 179,59",SP,sim
202604-00743,2026-04-06,C38246,2,marketplace,iOS,Esporte,"R$ 98,73",RJ,nao
202604-00744,2026-04-02,C14221,8,site,Android,Eletrônicos,"R$ 54,29",RJ,nao
202604-00745,2026-04-03,C14086,8,marketplace,Android,Esporte,"R$ 105,31",SP,sim
202604-00746,2026-04-08,C19850,10,app,Desktop,Mercado,"R$ 365,44",SP,nao
202604-00747,2026-04-05,C28909,7,site,iOS,Casa e Decoração,"R$ 109,33",CE,sim
202604-00748,2026-04-08,C11203,7,site,iOS,Mercado,"R$ 88,57",SP,sim
202604-00749,2026-04-18,C17079,7,marketplace,iOS,Livros,"R$ 71,46",SP,nao
202604-00750,2026-04-09,C22510,6,app,iOS,Beleza,"R$ 187,90",RS,sim
202604-00751,2026-04-23,C14693,8,marketplace,iOS,Livros,"R$ 69,20",PE,nao
202604-00752,2026-04-23,C22194,9,marketplace,Android,Esporte,"R$ 78,09",PR,sim
202604-00753,2026-04-11,C35814,9,app,iOS,Esporte,"R$ 215,78",MG,sim
202604-00754,2026-04-18,C13604,8,app,Android,Casa e Decoração,"R$ 167,05",RJ,sim
202604-00755,2026-04-25,C18953,7,app,Android,Casa e Decoração,"R$ 105,90",BA,sim
202604-00756,2026-04-13,C13440,8,app,iOS,Esporte,"R$ 72,05",PR,nao
202604-00757,2026-04-04,C27332,7,site,Android,Casa e Decoração,"R$ 41,10",CE,nao
202604-00758,2026-04-06,C20420,7,site,Android,Casa e Decoração,"R$ 99,54",SP,nao
202604-00759,2026-04-09,C10311,8,app,Android,Livros,"R$ 102,61",MG,sim
202604-00760,2026-04-24,C18761,8,app,Android,Casa e Decoração,"R$ 169,97",SP,sim
202604-00761,2026-04-23,C25000,9,site,Desktop,Mercado,"R$ 77,10",PE,nao
202604-00762,2026-04-14,C27058,5,site,Desktop,Mercado,"R$ 58,59",RS,sim
202604-00763,2026-04-10,C23320,7,app,Desktop,Livros,"R$ 94,98",RJ,sim
202604-00764,2026-04-03,C15410,7,app,iOS,Casa e Decoração,"R$ 49,04",PR,nao
202604-00765,2026-04-14,C32185,7,site,Android,Beleza,"R$ 137,96",SP,nao
202604-00766,2026-04-23,C14085,9,site,Android,Mercado,"R$ 82,25",DF,sim
202604-00767,2026-04-24,C21306,7,site,Android,Mercado,"R$ 63,52",DF,sim
202604-00768,2026-04-22,C38899,8,site,Desktop,Moda,"R$ 67,09",MG,sim
202604-00769,2026-04-17,C21576,10,app,Android,Beleza,"R$ 34,81",MG,sim
202604-00770,2026-04-11,C39951,8,app,Desktop,Mercado,"R$ 150,02",RJ,sim
202604-00771,2026-04-10,C18675,9,app,Android,Esporte,"R$ 800,41",CE,nao
202604-00772,2026-04-21,C26892,9,app,iOS,Beleza,"R$ 60,17",RS,nao
202604-00773,2026-04-20,C25084,8,app,Android,Eletrônicos,"R$ 35,04",SP,nao
202604-00774,2026-04-13,C21617,7,marketplace,,Beleza,"R$ 67,82",MG,nao
202604-00775,2026-04-17,C39442,10,app,iOS,Beleza,"R$ 82,71",DF,sim
202604-00776,2026-04-08,C25423,8,app,iOS,Beleza,"R$ 77,88",RS,sim
202604-00777,2026-04-04,C24371,10,site,Android,Moda,"R$ 97,04",RS,nao
202604-00778,2026-04-12,C38953,10,site,iOS,Moda,"R$ 214,84",SP,nao
202604-00779,2026-04-14,C34376,9,app,iOS,Livros,"R$ 157,29",PE,sim
202604-00780,2026-04-04,C23798,8,marketplace,Android,Livros,"R$ 31,52",RS,sim
202604-00779,2026-04-14,C34376,9,app,iOS,Livros,"R$ 157,29",PE,sim
202604-00461,2026-04-21,C20012,8,app,iOS,Moda,"R$ 94,61",PR,sim
202604-00544,2026-04-04,C20742,7,site,iOS,Mercado,"R$ 66,42",PR,nao
